episode,time,node,sf
1,0,pop0,a
1,0,pop0,b
1,0,pop1,b
1,0,pop1,c
1,0,pop2,a
1,0,pop2,b
1,0,pop2,c
1,0,pop3,a
1,0,pop3,b
1,0,pop3,c
1,0,pop4,a
1,0,pop4,b
1,0,pop4,c
1,0,pop5,c
1,0,pop6,a
1,0,pop6,b
1,0,pop6,c
1,0,pop7,b
1,0,pop7,c
1,0,pop8,a
1,0,pop8,b
1,0,pop8,c
1,0,pop9,a
1,0,pop9,b
1,0,pop9,c
1,0,pop10,a
1,0,pop10,c
1,100,pop0,a
1,100,pop0,b
1,100,pop0,c
1,100,pop1,a
1,100,pop1,b
1,100,pop1,c
1,100,pop2,a
1,100,pop2,b
1,100,pop2,c
1,100,pop3,a
1,100,pop3,b
1,100,pop3,c
1,100,pop4,b
1,100,pop4,c
1,100,pop5,b
1,100,pop5,c
1,100,pop6,a
1,100,pop6,b
1,100,pop6,c
1,100,pop7,a
1,100,pop7,b
1,100,pop7,c
1,100,pop8,a
1,100,pop8,b
1,100,pop8,c
1,100,pop9,a
1,100,pop9,b
1,100,pop9,c
1,100,pop10,a
1,100,pop10,b
1,100,pop10,c
1,200,pop0,a
1,200,pop0,b
1,200,pop0,c
1,200,pop1,a
1,200,pop1,b
1,200,pop1,c
1,200,pop2,a
1,200,pop2,b
1,200,pop2,c
1,200,pop3,a
1,200,pop3,b
1,200,pop3,c
1,200,pop4,b
1,200,pop4,c
1,200,pop5,b
1,200,pop5,c
1,200,pop6,a
1,200,pop6,b
1,200,pop6,c
1,200,pop7,a
1,200,pop7,b
1,200,pop7,c
1,200,pop8,a
1,200,pop8,b
1,200,pop8,c
1,200,pop9,a
1,200,pop9,b
1,200,pop9,c
1,200,pop10,a
1,200,pop10,b
1,200,pop10,c
1,300,pop0,a
1,300,pop0,b
1,300,pop0,c
1,300,pop1,a
1,300,pop1,b
1,300,pop1,c
1,300,pop2,a
1,300,pop2,b
1,300,pop2,c
1,300,pop3,a
1,300,pop3,b
1,300,pop3,c
1,300,pop4,b
1,300,pop4,c
1,300,pop5,b
1,300,pop5,c
1,300,pop6,a
1,300,pop6,b
1,300,pop6,c
1,300,pop7,a
1,300,pop7,b
1,300,pop7,c
1,300,pop8,a
1,300,pop8,b
1,300,pop8,c
1,300,pop9,a
1,300,pop9,b
1,300,pop9,c
1,300,pop10,a
1,300,pop10,b
1,300,pop10,c
1,400,pop0,a
1,400,pop0,b
1,400,pop0,c
1,400,pop1,a
1,400,pop1,b
1,400,pop1,c
1,400,pop2,a
1,400,pop2,b
1,400,pop2,c
1,400,pop3,a
1,400,pop3,b
1,400,pop3,c
1,400,pop4,c
1,400,pop5,b
1,400,pop5,c
1,400,pop6,a
1,400,pop6,b
1,400,pop6,c
1,400,pop7,a
1,400,pop7,b
1,400,pop7,c
1,400,pop8,a
1,400,pop8,b
1,400,pop8,c
1,400,pop9,b
1,400,pop9,c
1,400,pop10,a
1,400,pop10,b
1,400,pop10,c
1,500,pop0,a
1,500,pop0,b
1,500,pop0,c
1,500,pop1,a
1,500,pop1,b
1,500,pop1,c
1,500,pop2,a
1,500,pop2,b
1,500,pop2,c
1,500,pop3,a
1,500,pop3,b
1,500,pop3,c
1,500,pop4,c
1,500,pop5,b
1,500,pop5,c
1,500,pop6,a
1,500,pop6,b
1,500,pop6,c
1,500,pop7,a
1,500,pop7,b
1,500,pop7,c
1,500,pop8,a
1,500,pop8,b
1,500,pop8,c
1,500,pop9,b
1,500,pop9,c
1,500,pop10,a
1,500,pop10,b
1,500,pop10,c
1,600,pop0,a
1,600,pop0,b
1,600,pop0,c
1,600,pop1,a
1,600,pop1,b
1,600,pop1,c
1,600,pop2,a
1,600,pop2,b
1,600,pop2,c
1,600,pop3,a
1,600,pop3,b
1,600,pop3,c
1,600,pop4,c
1,600,pop5,b
1,600,pop5,c
1,600,pop6,a
1,600,pop6,b
1,600,pop6,c
1,600,pop7,a
1,600,pop7,b
1,600,pop7,c
1,600,pop8,a
1,600,pop8,b
1,600,pop8,c
1,600,pop9,b
1,600,pop9,c
1,600,pop10,a
1,600,pop10,b
1,600,pop10,c
1,700,pop0,b
1,700,pop0,c
1,700,pop1,a
1,700,pop1,b
1,700,pop1,c
1,700,pop2,a
1,700,pop2,b
1,700,pop2,c
1,700,pop3,a
1,700,pop3,b
1,700,pop3,c
1,700,pop4,b
1,700,pop4,c
1,700,pop5,b
1,700,pop5,c
1,700,pop6,a
1,700,pop6,b
1,700,pop6,c
1,700,pop7,a
1,700,pop7,b
1,700,pop7,c
1,700,pop8,a
1,700,pop8,b
1,700,pop8,c
1,700,pop9,a
1,700,pop9,b
1,700,pop9,c
1,700,pop10,a
1,700,pop10,b
1,700,pop10,c
1,800,pop0,b
1,800,pop0,c
1,800,pop1,a
1,800,pop1,b
1,800,pop1,c
1,800,pop2,a
1,800,pop2,b
1,800,pop2,c
1,800,pop3,a
1,800,pop3,b
1,800,pop3,c
1,800,pop4,b
1,800,pop4,c
1,800,pop5,b
1,800,pop5,c
1,800,pop6,a
1,800,pop6,b
1,800,pop6,c
1,800,pop7,a
1,800,pop7,b
1,800,pop7,c
1,800,pop8,a
1,800,pop8,b
1,800,pop8,c
1,800,pop9,a
1,800,pop9,b
1,800,pop9,c
1,800,pop10,a
1,800,pop10,b
1,800,pop10,c
1,900,pop0,a
1,900,pop0,b
1,900,pop0,c
1,900,pop1,a
1,900,pop1,b
1,900,pop1,c
1,900,pop2,a
1,900,pop2,b
1,900,pop2,c
1,900,pop3,a
1,900,pop3,b
1,900,pop3,c
1,900,pop4,b
1,900,pop4,c
1,900,pop5,b
1,900,pop5,c
1,900,pop6,a
1,900,pop6,b
1,900,pop6,c
1,900,pop7,a
1,900,pop7,b
1,900,pop7,c
1,900,pop8,a
1,900,pop8,b
1,900,pop8,c
1,900,pop9,b
1,900,pop9,c
1,900,pop10,a
1,900,pop10,b
1,900,pop10,c
1,1000,pop0,a
1,1000,pop0,b
1,1000,pop0,c
1,1000,pop1,a
1,1000,pop1,b
1,1000,pop1,c
1,1000,pop2,a
1,1000,pop2,b
1,1000,pop2,c
1,1000,pop3,a
1,1000,pop3,b
1,1000,pop3,c
1,1000,pop4,b
1,1000,pop4,c
1,1000,pop5,b
1,1000,pop5,c
1,1000,pop6,a
1,1000,pop6,b
1,1000,pop6,c
1,1000,pop7,a
1,1000,pop7,b
1,1000,pop7,c
1,1000,pop8,a
1,1000,pop8,b
1,1000,pop8,c
1,1000,pop9,a
1,1000,pop9,b
1,1000,pop9,c
1,1000,pop10,a
1,1000,pop10,b
1,1000,pop10,c
1,1100,pop0,b
1,1100,pop0,c
1,1100,pop1,a
1,1100,pop1,b
1,1100,pop1,c
1,1100,pop2,a
1,1100,pop2,b
1,1100,pop2,c
1,1100,pop3,a
1,1100,pop3,b
1,1100,pop3,c
1,1100,pop4,b
1,1100,pop4,c
1,1100,pop5,b
1,1100,pop5,c
1,1100,pop6,a
1,1100,pop6,b
1,1100,pop6,c
1,1100,pop7,a
1,1100,pop7,b
1,1100,pop7,c
1,1100,pop8,a
1,1100,pop8,b
1,1100,pop8,c
1,1100,pop9,a
1,1100,pop9,b
1,1100,pop9,c
1,1100,pop10,a
1,1100,pop10,b
1,1100,pop10,c
1,1200,pop0,a
1,1200,pop0,b
1,1200,pop1,a
1,1200,pop1,b
1,1200,pop1,c
1,1200,pop2,a
1,1200,pop2,b
1,1200,pop2,c
1,1200,pop3,a
1,1200,pop3,b
1,1200,pop3,c
1,1200,pop4,b
1,1200,pop4,c
1,1200,pop5,b
1,1200,pop5,c
1,1200,pop6,a
1,1200,pop6,b
1,1200,pop6,c
1,1200,pop7,a
1,1200,pop7,b
1,1200,pop7,c
1,1200,pop8,a
1,1200,pop8,b
1,1200,pop8,c
1,1200,pop9,a
1,1200,pop9,b
1,1200,pop9,c
1,1200,pop10,a
1,1200,pop10,b
1,1200,pop10,c
1,1300,pop0,a
1,1300,pop0,b
1,1300,pop0,c
1,1300,pop1,a
1,1300,pop1,b
1,1300,pop1,c
1,1300,pop2,a
1,1300,pop2,b
1,1300,pop2,c
1,1300,pop3,a
1,1300,pop3,b
1,1300,pop3,c
1,1300,pop4,b
1,1300,pop4,c
1,1300,pop5,b
1,1300,pop5,c
1,1300,pop6,a
1,1300,pop6,b
1,1300,pop6,c
1,1300,pop7,a
1,1300,pop7,b
1,1300,pop7,c
1,1300,pop8,a
1,1300,pop8,b
1,1300,pop8,c
1,1300,pop9,a
1,1300,pop9,b
1,1300,pop9,c
1,1300,pop10,a
1,1300,pop10,b
1,1300,pop10,c
1,1400,pop0,a
1,1400,pop0,b
1,1400,pop0,c
1,1400,pop1,a
1,1400,pop1,b
1,1400,pop1,c
1,1400,pop2,a
1,1400,pop2,b
1,1400,pop2,c
1,1400,pop3,a
1,1400,pop3,b
1,1400,pop3,c
1,1400,pop4,b
1,1400,pop4,c
1,1400,pop5,b
1,1400,pop5,c
1,1400,pop6,a
1,1400,pop6,b
1,1400,pop6,c
1,1400,pop7,a
1,1400,pop7,b
1,1400,pop7,c
1,1400,pop8,a
1,1400,pop8,b
1,1400,pop8,c
1,1400,pop9,a
1,1400,pop9,b
1,1400,pop9,c
1,1400,pop10,a
1,1400,pop10,b
1,1400,pop10,c
1,1500,pop0,a
1,1500,pop0,b
1,1500,pop0,c
1,1500,pop1,a
1,1500,pop1,b
1,1500,pop1,c
1,1500,pop2,a
1,1500,pop2,b
1,1500,pop2,c
1,1500,pop3,a
1,1500,pop3,b
1,1500,pop3,c
1,1500,pop4,b
1,1500,pop4,c
1,1500,pop5,b
1,1500,pop5,c
1,1500,pop6,a
1,1500,pop6,b
1,1500,pop6,c
1,1500,pop7,a
1,1500,pop7,b
1,1500,pop7,c
1,1500,pop8,a
1,1500,pop8,b
1,1500,pop8,c
1,1500,pop9,b
1,1500,pop9,c
1,1500,pop10,a
1,1500,pop10,b
1,1500,pop10,c
1,1600,pop0,a
1,1600,pop0,b
1,1600,pop1,a
1,1600,pop1,b
1,1600,pop1,c
1,1600,pop2,a
1,1600,pop2,b
1,1600,pop2,c
1,1600,pop3,a
1,1600,pop3,b
1,1600,pop3,c
1,1600,pop4,a
1,1600,pop4,b
1,1600,pop4,c
1,1600,pop5,b
1,1600,pop5,c
1,1600,pop6,a
1,1600,pop6,b
1,1600,pop6,c
1,1600,pop7,a
1,1600,pop7,b
1,1600,pop7,c
1,1600,pop8,a
1,1600,pop8,c
1,1600,pop9,b
1,1600,pop9,c
1,1600,pop10,a
1,1600,pop10,b
1,1600,pop10,c
1,1700,pop0,a
1,1700,pop0,b
1,1700,pop0,c
1,1700,pop1,a
1,1700,pop1,b
1,1700,pop1,c
1,1700,pop2,a
1,1700,pop2,b
1,1700,pop2,c
1,1700,pop3,a
1,1700,pop3,b
1,1700,pop3,c
1,1700,pop4,b
1,1700,pop4,c
1,1700,pop5,b
1,1700,pop5,c
1,1700,pop6,a
1,1700,pop6,b
1,1700,pop6,c
1,1700,pop7,a
1,1700,pop7,b
1,1700,pop7,c
1,1700,pop8,a
1,1700,pop8,b
1,1700,pop8,c
1,1700,pop9,a
1,1700,pop9,b
1,1700,pop9,c
1,1700,pop10,a
1,1700,pop10,b
1,1700,pop10,c
1,1800,pop0,a
1,1800,pop0,b
1,1800,pop0,c
1,1800,pop1,a
1,1800,pop1,b
1,1800,pop1,c
1,1800,pop2,a
1,1800,pop2,b
1,1800,pop2,c
1,1800,pop3,a
1,1800,pop3,b
1,1800,pop3,c
1,1800,pop4,c
1,1800,pop5,b
1,1800,pop5,c
1,1800,pop6,a
1,1800,pop6,b
1,1800,pop6,c
1,1800,pop7,a
1,1800,pop7,b
1,1800,pop7,c
1,1800,pop8,a
1,1800,pop8,b
1,1800,pop8,c
1,1800,pop9,b
1,1800,pop9,c
1,1800,pop10,a
1,1800,pop10,b
1,1800,pop10,c
1,1900,pop0,b
1,1900,pop0,c
1,1900,pop1,a
1,1900,pop1,b
1,1900,pop1,c
1,1900,pop2,a
1,1900,pop2,b
1,1900,pop2,c
1,1900,pop3,a
1,1900,pop3,b
1,1900,pop3,c
1,1900,pop4,b
1,1900,pop4,c
1,1900,pop5,b
1,1900,pop5,c
1,1900,pop6,a
1,1900,pop6,b
1,1900,pop6,c
1,1900,pop7,a
1,1900,pop7,b
1,1900,pop7,c
1,1900,pop8,a
1,1900,pop8,b
1,1900,pop8,c
1,1900,pop9,a
1,1900,pop9,b
1,1900,pop9,c
1,1900,pop10,a
1,1900,pop10,b
1,1900,pop10,c
1,2000,pop0,a
1,2000,pop0,b
1,2000,pop0,c
1,2000,pop1,a
1,2000,pop1,b
1,2000,pop1,c
1,2000,pop2,a
1,2000,pop2,b
1,2000,pop2,c
1,2000,pop3,a
1,2000,pop3,b
1,2000,pop3,c
1,2000,pop4,c
1,2000,pop5,b
1,2000,pop5,c
1,2000,pop6,a
1,2000,pop6,b
1,2000,pop6,c
1,2000,pop7,a
1,2000,pop7,b
1,2000,pop7,c
1,2000,pop8,a
1,2000,pop8,b
1,2000,pop8,c
1,2000,pop9,b
1,2000,pop9,c
1,2000,pop10,a
1,2000,pop10,b
1,2000,pop10,c
1,2100,pop0,a
1,2100,pop0,b
1,2100,pop0,c
1,2100,pop1,a
1,2100,pop1,b
1,2100,pop1,c
1,2100,pop2,a
1,2100,pop2,b
1,2100,pop2,c
1,2100,pop3,a
1,2100,pop3,b
1,2100,pop3,c
1,2100,pop4,a
1,2100,pop4,c
1,2100,pop5,b
1,2100,pop5,c
1,2100,pop6,a
1,2100,pop6,b
1,2100,pop6,c
1,2100,pop7,a
1,2100,pop7,b
1,2100,pop7,c
1,2100,pop8,a
1,2100,pop8,b
1,2100,pop8,c
1,2100,pop9,b
1,2100,pop9,c
1,2100,pop10,a
1,2100,pop10,b
1,2100,pop10,c
1,2200,pop0,a
1,2200,pop0,b
1,2200,pop0,c
1,2200,pop1,a
1,2200,pop1,b
1,2200,pop1,c
1,2200,pop2,a
1,2200,pop2,b
1,2200,pop2,c
1,2200,pop3,b
1,2200,pop3,c
1,2200,pop4,b
1,2200,pop4,c
1,2200,pop5,b
1,2200,pop5,c
1,2200,pop6,a
1,2200,pop6,b
1,2200,pop6,c
1,2200,pop7,a
1,2200,pop7,b
1,2200,pop7,c
1,2200,pop8,a
1,2200,pop8,b
1,2200,pop8,c
1,2200,pop9,a
1,2200,pop9,b
1,2200,pop9,c
1,2200,pop10,a
1,2200,pop10,b
1,2200,pop10,c
1,2300,pop0,a
1,2300,pop0,b
1,2300,pop0,c
1,2300,pop1,a
1,2300,pop1,b
1,2300,pop1,c
1,2300,pop2,a
1,2300,pop2,b
1,2300,pop2,c
1,2300,pop3,a
1,2300,pop3,b
1,2300,pop3,c
1,2300,pop4,a
1,2300,pop4,b
1,2300,pop4,c
1,2300,pop5,b
1,2300,pop5,c
1,2300,pop6,a
1,2300,pop6,b
1,2300,pop6,c
1,2300,pop7,a
1,2300,pop7,b
1,2300,pop7,c
1,2300,pop8,a
1,2300,pop8,b
1,2300,pop8,c
1,2300,pop9,b
1,2300,pop9,c
1,2300,pop10,a
1,2300,pop10,b
1,2300,pop10,c
1,2400,pop0,a
1,2400,pop0,b
1,2400,pop0,c
1,2400,pop1,a
1,2400,pop1,b
1,2400,pop1,c
1,2400,pop2,a
1,2400,pop2,b
1,2400,pop2,c
1,2400,pop3,a
1,2400,pop3,b
1,2400,pop3,c
1,2400,pop4,b
1,2400,pop4,c
1,2400,pop5,b
1,2400,pop5,c
1,2400,pop6,a
1,2400,pop6,b
1,2400,pop6,c
1,2400,pop7,a
1,2400,pop7,b
1,2400,pop7,c
1,2400,pop8,a
1,2400,pop8,b
1,2400,pop8,c
1,2400,pop9,a
1,2400,pop9,b
1,2400,pop9,c
1,2400,pop10,a
1,2400,pop10,b
1,2400,pop10,c
1,2500,pop0,a
1,2500,pop0,b
1,2500,pop0,c
1,2500,pop1,a
1,2500,pop1,b
1,2500,pop1,c
1,2500,pop2,a
1,2500,pop2,b
1,2500,pop2,c
1,2500,pop3,a
1,2500,pop3,b
1,2500,pop3,c
1,2500,pop4,b
1,2500,pop4,c
1,2500,pop5,b
1,2500,pop5,c
1,2500,pop6,a
1,2500,pop6,b
1,2500,pop6,c
1,2500,pop7,a
1,2500,pop7,b
1,2500,pop7,c
1,2500,pop8,a
1,2500,pop8,b
1,2500,pop8,c
1,2500,pop9,a
1,2500,pop9,b
1,2500,pop9,c
1,2500,pop10,a
1,2500,pop10,b
1,2500,pop10,c
1,2600,pop0,a
1,2600,pop0,b
1,2600,pop0,c
1,2600,pop1,a
1,2600,pop1,b
1,2600,pop1,c
1,2600,pop2,a
1,2600,pop2,b
1,2600,pop2,c
1,2600,pop3,a
1,2600,pop3,b
1,2600,pop3,c
1,2600,pop4,c
1,2600,pop5,b
1,2600,pop5,c
1,2600,pop6,a
1,2600,pop6,b
1,2600,pop6,c
1,2600,pop7,a
1,2600,pop7,b
1,2600,pop7,c
1,2600,pop8,a
1,2600,pop8,b
1,2600,pop8,c
1,2600,pop9,b
1,2600,pop9,c
1,2600,pop10,a
1,2600,pop10,b
1,2600,pop10,c
1,2700,pop0,a
1,2700,pop0,b
1,2700,pop0,c
1,2700,pop1,a
1,2700,pop1,b
1,2700,pop1,c
1,2700,pop2,a
1,2700,pop2,b
1,2700,pop2,c
1,2700,pop3,a
1,2700,pop3,b
1,2700,pop3,c
1,2700,pop4,c
1,2700,pop5,b
1,2700,pop5,c
1,2700,pop6,a
1,2700,pop6,b
1,2700,pop6,c
1,2700,pop7,a
1,2700,pop7,b
1,2700,pop7,c
1,2700,pop8,a
1,2700,pop8,b
1,2700,pop8,c
1,2700,pop9,b
1,2700,pop9,c
1,2700,pop10,a
1,2700,pop10,b
1,2700,pop10,c
1,2800,pop0,a
1,2800,pop0,b
1,2800,pop0,c
1,2800,pop1,a
1,2800,pop1,b
1,2800,pop1,c
1,2800,pop2,a
1,2800,pop2,b
1,2800,pop2,c
1,2800,pop3,a
1,2800,pop3,b
1,2800,pop3,c
1,2800,pop4,a
1,2800,pop4,c
1,2800,pop5,b
1,2800,pop5,c
1,2800,pop6,a
1,2800,pop6,b
1,2800,pop6,c
1,2800,pop7,a
1,2800,pop7,b
1,2800,pop7,c
1,2800,pop8,a
1,2800,pop8,c
1,2800,pop9,b
1,2800,pop9,c
1,2800,pop10,b
1,2800,pop10,c
1,2900,pop0,a
1,2900,pop0,b
1,2900,pop0,c
1,2900,pop1,a
1,2900,pop1,b
1,2900,pop1,c
1,2900,pop2,a
1,2900,pop2,b
1,2900,pop2,c
1,2900,pop3,a
1,2900,pop3,b
1,2900,pop3,c
1,2900,pop4,b
1,2900,pop4,c
1,2900,pop5,b
1,2900,pop5,c
1,2900,pop6,a
1,2900,pop6,b
1,2900,pop6,c
1,2900,pop7,a
1,2900,pop7,b
1,2900,pop7,c
1,2900,pop8,a
1,2900,pop8,b
1,2900,pop8,c
1,2900,pop9,a
1,2900,pop9,b
1,2900,pop9,c
1,2900,pop10,a
1,2900,pop10,b
1,2900,pop10,c
1,3000,pop0,a
1,3000,pop0,b
1,3000,pop0,c
1,3000,pop1,a
1,3000,pop1,b
1,3000,pop1,c
1,3000,pop2,a
1,3000,pop2,b
1,3000,pop2,c
1,3000,pop3,a
1,3000,pop3,b
1,3000,pop3,c
1,3000,pop4,b
1,3000,pop4,c
1,3000,pop5,b
1,3000,pop5,c
1,3000,pop6,a
1,3000,pop6,b
1,3000,pop6,c
1,3000,pop7,a
1,3000,pop7,b
1,3000,pop7,c
1,3000,pop8,a
1,3000,pop8,b
1,3000,pop8,c
1,3000,pop9,a
1,3000,pop9,b
1,3000,pop9,c
1,3000,pop10,a
1,3000,pop10,b
1,3000,pop10,c
1,3100,pop0,a
1,3100,pop0,b
1,3100,pop0,c
1,3100,pop1,a
1,3100,pop1,b
1,3100,pop1,c
1,3100,pop2,a
1,3100,pop2,b
1,3100,pop2,c
1,3100,pop3,a
1,3100,pop3,b
1,3100,pop3,c
1,3100,pop4,b
1,3100,pop4,c
1,3100,pop5,b
1,3100,pop5,c
1,3100,pop6,a
1,3100,pop6,b
1,3100,pop6,c
1,3100,pop7,a
1,3100,pop7,b
1,3100,pop7,c
1,3100,pop8,a
1,3100,pop8,b
1,3100,pop8,c
1,3100,pop9,a
1,3100,pop9,b
1,3100,pop9,c
1,3100,pop10,a
1,3100,pop10,b
1,3100,pop10,c
1,3200,pop0,a
1,3200,pop0,b
1,3200,pop1,a
1,3200,pop1,b
1,3200,pop1,c
1,3200,pop2,a
1,3200,pop2,b
1,3200,pop2,c
1,3200,pop3,a
1,3200,pop3,b
1,3200,pop3,c
1,3200,pop4,b
1,3200,pop4,c
1,3200,pop5,b
1,3200,pop5,c
1,3200,pop6,a
1,3200,pop6,b
1,3200,pop6,c
1,3200,pop7,a
1,3200,pop7,b
1,3200,pop7,c
1,3200,pop8,a
1,3200,pop8,b
1,3200,pop8,c
1,3200,pop9,a
1,3200,pop9,b
1,3200,pop9,c
1,3200,pop10,a
1,3200,pop10,b
1,3200,pop10,c
1,3300,pop0,a
1,3300,pop0,b
1,3300,pop0,c
1,3300,pop1,a
1,3300,pop1,b
1,3300,pop1,c
1,3300,pop2,a
1,3300,pop2,b
1,3300,pop2,c
1,3300,pop3,a
1,3300,pop3,b
1,3300,pop3,c
1,3300,pop4,b
1,3300,pop4,c
1,3300,pop5,b
1,3300,pop5,c
1,3300,pop6,a
1,3300,pop6,b
1,3300,pop6,c
1,3300,pop7,a
1,3300,pop7,b
1,3300,pop7,c
1,3300,pop8,a
1,3300,pop8,b
1,3300,pop8,c
1,3300,pop9,a
1,3300,pop9,b
1,3300,pop9,c
1,3300,pop10,a
1,3300,pop10,b
1,3300,pop10,c
1,3400,pop0,a
1,3400,pop0,b
1,3400,pop0,c
1,3400,pop1,a
1,3400,pop1,b
1,3400,pop1,c
1,3400,pop2,a
1,3400,pop2,b
1,3400,pop2,c
1,3400,pop3,a
1,3400,pop3,b
1,3400,pop3,c
1,3400,pop4,c
1,3400,pop5,b
1,3400,pop5,c
1,3400,pop6,a
1,3400,pop6,b
1,3400,pop6,c
1,3400,pop7,a
1,3400,pop7,b
1,3400,pop7,c
1,3400,pop8,a
1,3400,pop8,b
1,3400,pop8,c
1,3400,pop9,b
1,3400,pop9,c
1,3400,pop10,a
1,3400,pop10,b
1,3400,pop10,c
1,3500,pop0,a
1,3500,pop0,b
1,3500,pop0,c
1,3500,pop1,a
1,3500,pop1,b
1,3500,pop1,c
1,3500,pop2,a
1,3500,pop2,b
1,3500,pop2,c
1,3500,pop3,a
1,3500,pop3,b
1,3500,pop3,c
1,3500,pop4,c
1,3500,pop5,b
1,3500,pop5,c
1,3500,pop6,a
1,3500,pop6,b
1,3500,pop6,c
1,3500,pop7,a
1,3500,pop7,b
1,3500,pop7,c
1,3500,pop8,a
1,3500,pop8,b
1,3500,pop8,c
1,3500,pop9,b
1,3500,pop9,c
1,3500,pop10,a
1,3500,pop10,b
1,3500,pop10,c
1,3600,pop0,a
1,3600,pop0,b
1,3600,pop0,c
1,3600,pop1,a
1,3600,pop1,b
1,3600,pop1,c
1,3600,pop2,a
1,3600,pop2,b
1,3600,pop2,c
1,3600,pop3,a
1,3600,pop3,b
1,3600,pop3,c
1,3600,pop4,b
1,3600,pop4,c
1,3600,pop5,b
1,3600,pop5,c
1,3600,pop6,a
1,3600,pop6,b
1,3600,pop6,c
1,3600,pop7,a
1,3600,pop7,b
1,3600,pop7,c
1,3600,pop8,a
1,3600,pop8,b
1,3600,pop8,c
1,3600,pop9,b
1,3600,pop9,c
1,3600,pop10,a
1,3600,pop10,b
1,3600,pop10,c
1,3700,pop0,a
1,3700,pop0,b
1,3700,pop0,c
1,3700,pop1,a
1,3700,pop1,b
1,3700,pop1,c
1,3700,pop2,a
1,3700,pop2,b
1,3700,pop2,c
1,3700,pop3,a
1,3700,pop3,b
1,3700,pop3,c
1,3700,pop4,b
1,3700,pop4,c
1,3700,pop5,b
1,3700,pop5,c
1,3700,pop6,a
1,3700,pop6,b
1,3700,pop6,c
1,3700,pop7,a
1,3700,pop7,b
1,3700,pop7,c
1,3700,pop8,a
1,3700,pop8,b
1,3700,pop8,c
1,3700,pop9,a
1,3700,pop9,b
1,3700,pop9,c
1,3700,pop10,a
1,3700,pop10,b
1,3700,pop10,c
1,3800,pop0,a
1,3800,pop0,b
1,3800,pop0,c
1,3800,pop1,a
1,3800,pop1,b
1,3800,pop1,c
1,3800,pop2,a
1,3800,pop2,b
1,3800,pop2,c
1,3800,pop3,a
1,3800,pop3,b
1,3800,pop3,c
1,3800,pop4,b
1,3800,pop4,c
1,3800,pop5,b
1,3800,pop5,c
1,3800,pop6,a
1,3800,pop6,b
1,3800,pop6,c
1,3800,pop7,a
1,3800,pop7,b
1,3800,pop7,c
1,3800,pop8,a
1,3800,pop8,b
1,3800,pop8,c
1,3800,pop9,a
1,3800,pop9,b
1,3800,pop9,c
1,3800,pop10,a
1,3800,pop10,b
1,3800,pop10,c
1,3900,pop0,a
1,3900,pop0,b
1,3900,pop0,c
1,3900,pop1,a
1,3900,pop1,b
1,3900,pop1,c
1,3900,pop2,a
1,3900,pop2,b
1,3900,pop2,c
1,3900,pop3,a
1,3900,pop3,b
1,3900,pop3,c
1,3900,pop4,c
1,3900,pop5,b
1,3900,pop5,c
1,3900,pop6,a
1,3900,pop6,b
1,3900,pop6,c
1,3900,pop7,a
1,3900,pop7,b
1,3900,pop7,c
1,3900,pop8,a
1,3900,pop8,b
1,3900,pop8,c
1,3900,pop9,b
1,3900,pop9,c
1,3900,pop10,a
1,3900,pop10,b
1,3900,pop10,c
1,4000,pop0,a
1,4000,pop0,b
1,4000,pop0,c
1,4000,pop1,a
1,4000,pop1,b
1,4000,pop1,c
1,4000,pop2,a
1,4000,pop2,b
1,4000,pop2,c
1,4000,pop3,a
1,4000,pop3,b
1,4000,pop3,c
1,4000,pop4,b
1,4000,pop4,c
1,4000,pop5,b
1,4000,pop5,c
1,4000,pop6,a
1,4000,pop6,b
1,4000,pop6,c
1,4000,pop7,a
1,4000,pop7,b
1,4000,pop7,c
1,4000,pop8,a
1,4000,pop8,b
1,4000,pop8,c
1,4000,pop9,a
1,4000,pop9,b
1,4000,pop9,c
1,4000,pop10,a
1,4000,pop10,b
1,4000,pop10,c
1,4100,pop0,a
1,4100,pop0,b
1,4100,pop0,c
1,4100,pop1,a
1,4100,pop1,b
1,4100,pop1,c
1,4100,pop2,a
1,4100,pop2,b
1,4100,pop2,c
1,4100,pop3,a
1,4100,pop3,b
1,4100,pop3,c
1,4100,pop4,b
1,4100,pop4,c
1,4100,pop5,b
1,4100,pop5,c
1,4100,pop6,a
1,4100,pop6,b
1,4100,pop6,c
1,4100,pop7,a
1,4100,pop7,b
1,4100,pop7,c
1,4100,pop8,a
1,4100,pop8,b
1,4100,pop8,c
1,4100,pop9,a
1,4100,pop9,b
1,4100,pop9,c
